centre_code,centre_name,incidental_charges,frequency,amount
NT0482,"MY FIRST SKOOL","Deposit",Ad-hoc,1568.75
NT0482,"MY FIRST SKOOL","Deposit",Ad-hoc,941.25
NT0482,"MY FIRST SKOOL","Deposit",Ad-hoc,831.43
NT0482,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0482,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0482,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0482,"MY FIRST SKOOL","Deposit",Ad-hoc,832.02
NT0482,"MY FIRST SKOOL","Deposit",Ad-hoc,1882.50
NT0482,"MY FIRST SKOOL","Deposit",Ad-hoc,1129.50
NT0482,"MY FIRST SKOOL","Deposit",Ad-hoc,997.72
NT0482,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0482,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0482,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0482,"MY FIRST SKOOL","Deposit",Ad-hoc,998.43
NT0482,"MY FIRST SKOOL","Insurance(Optional)",Ad-hoc,5.00
NT0482,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.00
NT0482,"MY FIRST SKOOL","Registration Fee",Ad-hoc,80.00
NT0482,"MY FIRST SKOOL","Uniform",Ad-hoc,25.00
NT0483,"MY FIRST SKOOL","Uniform",Ad-hoc,26.75
NT0483,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.56
NT0483,"MY FIRST SKOOL","Insurance(Optional)",Annually,5.35
NT0483,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0483,"MY FIRST SKOOL","Deposit",Ad-hoc,1268.00
NT0483,"MY FIRST SKOOL","Deposit",Ad-hoc,783.00
NT0483,"MY FIRST SKOOL","Deposit",Ad-hoc,691.65
NT0483,"MY FIRST SKOOL","Deposit",Ad-hoc,104.40
NT0483,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0483,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0483,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0483,"MY FIRST SKOOL","Deposit",Ad-hoc,52.92
NT0483,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0483,"MY FIRST SKOOL","Deposit",Ad-hoc,1568.75
NT0483,"MY FIRST SKOOL","Deposit",Ad-hoc,941.25
NT0483,"MY FIRST SKOOL","Deposit",Ad-hoc,831.43
NT0483,"MY FIRST SKOOL","Deposit",Ad-hoc,125.50
NT0483,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0483,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0483,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0483,"MY FIRST SKOOL","Deposit",Ad-hoc,60.63
NT0483,"MY FIRST SKOOL","Deposit",Ad-hoc,832.02
NT0483,"MY FIRST SKOOL","Deposit",Ad-hoc,1882.50
NT0483,"MY FIRST SKOOL","Deposit",Ad-hoc,1129.50
NT0483,"MY FIRST SKOOL","Deposit",Ad-hoc,997.72
NT0483,"MY FIRST SKOOL","Deposit",Ad-hoc,150.60
NT0483,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0483,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0483,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0483,"MY FIRST SKOOL","Deposit",Ad-hoc,72.76
NT0483,"MY FIRST SKOOL","Deposit",Ad-hoc,998.43
NT0484,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0484,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.56
NT0484,"MY FIRST SKOOL","Insurance(Optional)",Annually,5.35
NT0484,"MY FIRST SKOOL","Uniform",Ad-hoc,26.75
NT0484,"MY FIRST SKOOL","Deposit",Ad-hoc,1268.00
NT0484,"MY FIRST SKOOL","Deposit",Ad-hoc,783.00
NT0484,"MY FIRST SKOOL","Deposit",Ad-hoc,691.65
NT0484,"MY FIRST SKOOL","Deposit",Ad-hoc,104.40
NT0484,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0484,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0484,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0484,"MY FIRST SKOOL","Deposit",Ad-hoc,52.92
NT0484,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0484,"MY FIRST SKOOL","Deposit",Ad-hoc,1568.75
NT0484,"MY FIRST SKOOL","Deposit",Ad-hoc,941.25
NT0484,"MY FIRST SKOOL","Deposit",Ad-hoc,831.43
NT0484,"MY FIRST SKOOL","Deposit",Ad-hoc,125.50
NT0484,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0484,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0484,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0484,"MY FIRST SKOOL","Deposit",Ad-hoc,60.63
NT0484,"MY FIRST SKOOL","Deposit",Ad-hoc,832.20
NT0484,"MY FIRST SKOOL","Deposit",Ad-hoc,1882.50
NT0484,"MY FIRST SKOOL","Deposit",Ad-hoc,1129.50
NT0484,"MY FIRST SKOOL","Deposit",Ad-hoc,997.72
NT0484,"MY FIRST SKOOL","Deposit",Ad-hoc,150.60
NT0484,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0484,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0484,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0484,"MY FIRST SKOOL","Deposit",Ad-hoc,72.76
NT0484,"MY FIRST SKOOL","Deposit",Ad-hoc,998.43
NT0485,"MY FIRST SKOOL","Insurance(Optional)",Annually,5.00
NT0485,"MY FIRST SKOOL","Uniform",Ad-hoc,25.00
NT0485,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.00
NT0485,"MY FIRST SKOOL","Registration Fee",Ad-hoc,80.00
NT0485,"MY FIRST SKOOL","Deposit",Ad-hoc,1268.00
NT0485,"MY FIRST SKOOL","Deposit",Ad-hoc,783.00
NT0485,"MY FIRST SKOOL","Deposit",Ad-hoc,691.65
NT0485,"MY FIRST SKOOL","Deposit",Ad-hoc,104.40
NT0485,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0485,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0485,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0485,"MY FIRST SKOOL","Deposit",Ad-hoc,52.92
NT0485,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0485,"MY FIRST SKOOL","Deposit",Ad-hoc,1568.75
NT0485,"MY FIRST SKOOL","Deposit",Ad-hoc,941.25
NT0485,"MY FIRST SKOOL","Deposit",Ad-hoc,831.43
NT0485,"MY FIRST SKOOL","Deposit",Ad-hoc,125.50
NT0485,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0485,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0485,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0485,"MY FIRST SKOOL","Deposit",Ad-hoc,60.63
NT0485,"MY FIRST SKOOL","Deposit",Ad-hoc,832.02
NT0485,"MY FIRST SKOOL","Deposit",Ad-hoc,1882.50
NT0485,"MY FIRST SKOOL","Deposit",Ad-hoc,1129.50
NT0485,"MY FIRST SKOOL","Deposit",Ad-hoc,997.72
NT0485,"MY FIRST SKOOL","Deposit",Ad-hoc,150.60
NT0485,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0485,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0485,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0485,"MY FIRST SKOOL","Deposit",Ad-hoc,72.76
NT0485,"MY FIRST SKOOL","Deposit",Ad-hoc,998.43
NT0486,"MY FIRST SKOOL","Uniform",Ad-hoc,26.75
NT0486,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.56
NT0486,"MY FIRST SKOOL","Insurance(Optional)",Annually,5.35
NT0486,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0486,"MY FIRST SKOOL","Deposit",Ad-hoc,1268.00
NT0486,"MY FIRST SKOOL","Deposit",Ad-hoc,783.00
NT0486,"MY FIRST SKOOL","Deposit",Ad-hoc,691.65
NT0486,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0486,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0486,"MY FIRST SKOOL","Deposit",Ad-hoc,1568.75
NT0486,"MY FIRST SKOOL","Deposit",Ad-hoc,941.25
NT0486,"MY FIRST SKOOL","Deposit",Ad-hoc,831.43
NT0486,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0486,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0486,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0486,"MY FIRST SKOOL","Deposit",Ad-hoc,1882.50
NT0486,"MY FIRST SKOOL","Deposit",Ad-hoc,1129.50
NT0486,"MY FIRST SKOOL","Deposit",Ad-hoc,997.72
NT0486,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0486,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0486,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0486,"MY FIRST SKOOL","Deposit",Ad-hoc,104.40
NT0486,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0486,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0486,"MY FIRST SKOOL","Deposit",Ad-hoc,52.92
NT0486,"MY FIRST SKOOL","Deposit",Ad-hoc,125.50
NT0486,"MY FIRST SKOOL","Deposit",Ad-hoc,832.02
NT0486,"MY FIRST SKOOL","Deposit",Ad-hoc,150.60
NT0486,"MY FIRST SKOOL","Deposit",Ad-hoc,998.43
NT0486,"MY FIRST SKOOL","Deposit",Ad-hoc,72.76
NT0487,"MY FIRST SKOOL","Uniform",Ad-hoc,26.75
NT0487,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.56
NT0487,"MY FIRST SKOOL","Insurance(Optional)",Annually,5.35
NT0487,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0487,"MY FIRST SKOOL","Deposit",Ad-hoc,1268.00
NT0487,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0487,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0487,"MY FIRST SKOOL","Deposit",Ad-hoc,783.00
NT0487,"MY FIRST SKOOL","Deposit",Ad-hoc,691.65
NT0487,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0487,"MY FIRST SKOOL","Deposit",Ad-hoc,104.40
NT0487,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0487,"MY FIRST SKOOL","Deposit",Ad-hoc,52.92
NT0487,"MY FIRST SKOOL","Deposit",Ad-hoc,1568.75
NT0487,"MY FIRST SKOOL","Deposit",Ad-hoc,941.25
NT0487,"MY FIRST SKOOL","Deposit",Ad-hoc,831.43
NT0487,"MY FIRST SKOOL","Deposit",Ad-hoc,125.50
NT0487,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0487,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0487,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0487,"MY FIRST SKOOL","Deposit",Ad-hoc,60.63
NT0487,"MY FIRST SKOOL","Deposit",Ad-hoc,832.02
NT0487,"MY FIRST SKOOL","Deposit",Ad-hoc,1882.50
NT0487,"MY FIRST SKOOL","Deposit",Ad-hoc,1129.50
NT0487,"MY FIRST SKOOL","Deposit",Ad-hoc,997.72
NT0487,"MY FIRST SKOOL","Deposit",Ad-hoc,150.60
NT0487,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0487,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0487,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0487,"MY FIRST SKOOL","Deposit",Ad-hoc,72.76
NT0487,"MY FIRST SKOOL","Deposit",Ad-hoc,998.43
NT0488,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0488,"MY FIRST SKOOL","Insurance(Optional)",Annually,5.35
NT0488,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.56
NT0488,"MY FIRST SKOOL","Uniform",Ad-hoc,26.75
NT0488,"MY FIRST SKOOL","Deposit",Ad-hoc,1268.00
NT0488,"MY FIRST SKOOL","Deposit",Ad-hoc,783.00
NT0488,"MY FIRST SKOOL","Deposit",Ad-hoc,691.65
NT0488,"MY FIRST SKOOL","Deposit",Ad-hoc,104.40
NT0488,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0488,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0488,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0488,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0488,"MY FIRST SKOOL","Deposit",Ad-hoc,52.92
NT0488,"MY FIRST SKOOL","Deposit",Ad-hoc,1568.75
NT0488,"MY FIRST SKOOL","Deposit",Ad-hoc,941.25
NT0488,"MY FIRST SKOOL","Deposit",Ad-hoc,831.43
NT0488,"MY FIRST SKOOL","Deposit",Ad-hoc,125.50
NT0488,"MY FIRST SKOOL","Deposit",Ad-hoc,886.25
NT0488,"MY FIRST SKOOL","Deposit",Ad-hoc,832.02
NT0488,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0488,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0488,"MY FIRST SKOOL","Deposit",Ad-hoc,60.63
NT0488,"MY FIRST SKOOL","Deposit",Ad-hoc,1882.50
NT0488,"MY FIRST SKOOL","Deposit",Ad-hoc,1129.50
NT0488,"MY FIRST SKOOL","Deposit",Ad-hoc,997.72
NT0488,"MY FIRST SKOOL","Deposit",Ad-hoc,150.60
NT0488,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0488,"MY FIRST SKOOL","Deposit",Ad-hoc,998.43
NT0488,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0488,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0488,"MY FIRST SKOOL","Deposit",Ad-hoc,72.76
NT0489,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.56
NT0489,"MY FIRST SKOOL","Uniform",Ad-hoc,26.75
NT0489,"MY FIRST SKOOL","Insurance(Optional)",Annually,5.35
NT0489,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0489,"MY FIRST SKOOL","Deposit",Ad-hoc,1268.00
NT0489,"MY FIRST SKOOL","Deposit",Ad-hoc,783.00
NT0489,"MY FIRST SKOOL","Deposit",Ad-hoc,691.65
NT0489,"MY FIRST SKOOL","Deposit",Ad-hoc,104.40
NT0489,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0489,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0489,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0489,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0489,"MY FIRST SKOOL","Deposit",Ad-hoc,52.92
NT0489,"MY FIRST SKOOL","Deposit",Ad-hoc,1568.75
NT0489,"MY FIRST SKOOL","Deposit",Ad-hoc,941.25
NT0489,"MY FIRST SKOOL","Deposit",Ad-hoc,831.43
NT0489,"MY FIRST SKOOL","Deposit",Ad-hoc,125.50
NT0489,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0489,"MY FIRST SKOOL","Deposit",Ad-hoc,832.02
NT0489,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0489,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0489,"MY FIRST SKOOL","Deposit",Ad-hoc,60.63
NT0489,"MY FIRST SKOOL","Deposit",Ad-hoc,1882.50
NT0489,"MY FIRST SKOOL","Deposit",Ad-hoc,1129.50
NT0489,"MY FIRST SKOOL","Deposit",Ad-hoc,997.72
NT0489,"MY FIRST SKOOL","Deposit",Ad-hoc,150.60
NT0489,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0489,"MY FIRST SKOOL","Deposit",Ad-hoc,998.43
NT0489,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0489,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0489,"MY FIRST SKOOL","Deposit",Ad-hoc,72.76
NT0490,"MY FIRST SKOOL","Insurance(Optional)",Annually,5.35
NT0490,"MY FIRST SKOOL","Uniform",Ad-hoc,26.75
NT0490,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0490,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.56
NT0490,"MY FIRST SKOOL","Deposit",Ad-hoc,1268.00
NT0490,"MY FIRST SKOOL","Deposit",Ad-hoc,783.00
NT0490,"MY FIRST SKOOL","Deposit",Ad-hoc,691.65
NT0490,"MY FIRST SKOOL","Deposit",Ad-hoc,104.40
NT0490,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0490,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0490,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0490,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0490,"MY FIRST SKOOL","Deposit",Ad-hoc,52.92
NT0490,"MY FIRST SKOOL","Deposit",Ad-hoc,1568.00
NT0490,"MY FIRST SKOOL","Deposit",Ad-hoc,941.25
NT0490,"MY FIRST SKOOL","Deposit",Ad-hoc,831.43
NT0490,"MY FIRST SKOOL","Deposit",Ad-hoc,125.50
NT0490,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0490,"MY FIRST SKOOL","Deposit",Ad-hoc,832.02
NT0490,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0490,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0490,"MY FIRST SKOOL","Deposit",Ad-hoc,60.63
NT0490,"MY FIRST SKOOL","Deposit",Ad-hoc,1882.50
NT0490,"MY FIRST SKOOL","Deposit",Ad-hoc,1129.50
NT0490,"MY FIRST SKOOL","Deposit",Ad-hoc,997.72
NT0490,"MY FIRST SKOOL","Deposit",Ad-hoc,150.60
NT0490,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0490,"MY FIRST SKOOL","Deposit",Ad-hoc,998.43
NT0490,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0490,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0490,"MY FIRST SKOOL","Deposit",Ad-hoc,72.76
NT0492,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.56
NT0492,"MY FIRST SKOOL","Uniform",Ad-hoc,26.75
NT0492,"MY FIRST SKOOL","Insurance(Optional)",Annually,5.35
NT0492,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0492,"MY FIRST SKOOL","Deposit",Ad-hoc,1268.00
NT0492,"MY FIRST SKOOL","Deposit",Ad-hoc,691.65
NT0492,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0492,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0492,"MY FIRST SKOOL","Deposit",Ad-hoc,1568.75
NT0492,"MY FIRST SKOOL","Deposit",Ad-hoc,941.25
NT0492,"MY FIRST SKOOL","Deposit",Ad-hoc,831.43
NT0492,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0492,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0492,"MY FIRST SKOOL","Deposit",Ad-hoc,1882.50
NT0492,"MY FIRST SKOOL","Deposit",Ad-hoc,1129.50
NT0492,"MY FIRST SKOOL","Deposit",Ad-hoc,997.72
NT0492,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0492,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0492,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0492,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0492,"MY FIRST SKOOL","Deposit",Ad-hoc,104.40
NT0492,"MY FIRST SKOOL","Deposit",Ad-hoc,783.00
NT0492,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0492,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0492,"MY FIRST SKOOL","Deposit",Ad-hoc,52.92
NT0492,"MY FIRST SKOOL","Deposit",Ad-hoc,125.50
NT0492,"MY FIRST SKOOL","Deposit",Ad-hoc,832.02
NT0492,"MY FIRST SKOOL","Deposit",Ad-hoc,60.63
NT0492,"MY FIRST SKOOL","Deposit",Ad-hoc,150.60
NT0492,"MY FIRST SKOOL","Deposit",Ad-hoc,998.43
NT0492,"MY FIRST SKOOL","Deposit",Ad-hoc,72.76
NT0493,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.56
NT0493,"MY FIRST SKOOL","Uniform",Ad-hoc,26.75
NT0493,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0493,"MY FIRST SKOOL","Insurance(Optional)",Annually,5.35
NT0493,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0493,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0493,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0493,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0493,"MY FIRST SKOOL","Deposit",Ad-hoc,1268.00
NT0493,"MY FIRST SKOOL","Deposit",Ad-hoc,1882.50
NT0493,"MY FIRST SKOOL","Deposit",Ad-hoc,1129.50
NT0493,"MY FIRST SKOOL","Deposit",Ad-hoc,997.72
NT0493,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0493,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0493,"MY FIRST SKOOL","Deposit",Ad-hoc,783.00
NT0493,"MY FIRST SKOOL","Deposit",Ad-hoc,832.02
NT0493,"MY FIRST SKOOL","Deposit",Ad-hoc,1568.75
NT0493,"MY FIRST SKOOL","Deposit",Ad-hoc,941.25
NT0493,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0493,"MY FIRST SKOOL","Deposit",Ad-hoc,998.43
NT0493,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0493,"MY FIRST SKOOL","Deposit",Ad-hoc,1882.50
NT0493,"MY FIRST SKOOL","Deposit",Ad-hoc,1129.50
NT0494,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0494,"MY FIRST SKOOL","Insurance(Optional)",Annually,5.35
NT0494,"MY FIRST SKOOL","Uniform",Ad-hoc,26.75
NT0494,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.56
NT0494,"MY FIRST SKOOL","Deposit",Ad-hoc,1268.00
NT0494,"MY FIRST SKOOL","Deposit",Ad-hoc,783.00
NT0494,"MY FIRST SKOOL","Deposit",Ad-hoc,691.65
NT0494,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0494,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0494,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0494,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0494,"MY FIRST SKOOL","Deposit",Ad-hoc,1568.75
NT0494,"MY FIRST SKOOL","Deposit",Ad-hoc,941.25
NT0494,"MY FIRST SKOOL","Deposit",Ad-hoc,831.43
NT0494,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0494,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0494,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0494,"MY FIRST SKOOL","Deposit",Ad-hoc,832.02
NT0494,"MY FIRST SKOOL","Deposit",Ad-hoc,1882.50
NT0494,"MY FIRST SKOOL","Deposit",Ad-hoc,1129.50
NT0494,"MY FIRST SKOOL","Deposit",Ad-hoc,997.72
NT0494,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0494,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0494,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0494,"MY FIRST SKOOL","Deposit",Ad-hoc,998.43
NT0495,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0495,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.56
NT0495,"MY FIRST SKOOL","Uniform",Ad-hoc,26.75
NT0495,"MY FIRST SKOOL","Insurance(Optional)",Ad-hoc,5.35
NT0495,"MY FIRST SKOOL","Deposit",Ad-hoc,1268.00
NT0495,"MY FIRST SKOOL","Deposit",Ad-hoc,783.00
NT0495,"MY FIRST SKOOL","Deposit",Ad-hoc,691.65
NT0495,"MY FIRST SKOOL","Deposit",Ad-hoc,104.40
NT0495,"MY FIRST SKOOL","Deposit",Ad-hoc,720.00
NT0495,"MY FIRST SKOOL","Deposit",Ad-hoc,665.62
NT0495,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0495,"MY FIRST SKOOL","Deposit",Ad-hoc,430.92
NT0495,"MY FIRST SKOOL","Deposit",Ad-hoc,52.92
NT0495,"MY FIRST SKOOL","Deposit",Ad-hoc,1568.75
NT0495,"MY FIRST SKOOL","Deposit",Ad-hoc,941.25
NT0495,"MY FIRST SKOOL","Deposit",Ad-hoc,831.43
NT0495,"MY FIRST SKOOL","Deposit",Ad-hoc,125.50
NT0495,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0495,"MY FIRST SKOOL","Deposit",Ad-hoc,832.02
NT0495,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0495,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0495,"MY FIRST SKOOL","Deposit",Ad-hoc,60.63
NT0495,"MY FIRST SKOOL","Deposit",Ad-hoc,1882.50
NT0495,"MY FIRST SKOOL","Deposit",Ad-hoc,1129.50
NT0495,"MY FIRST SKOOL","Deposit",Ad-hoc,997.72
NT0495,"MY FIRST SKOOL","Deposit",Ad-hoc,150.60
NT0495,"MY FIRST SKOOL","Deposit",Ad-hoc,1039.50
NT0495,"MY FIRST SKOOL","Deposit",Ad-hoc,998.43
NT0495,"MY FIRST SKOOL","Deposit",Ad-hoc,727.65
NT0495,"MY FIRST SKOOL","Deposit",Ad-hoc,592.51
NT0495,"MY FIRST SKOOL","Deposit",Ad-hoc,72.76
NT0496,"MY FIRST SKOOL","PVC Mattress Cover(Optional)",Ad-hoc,8.56
NT0496,"MY FIRST SKOOL","Uniform",Ad-hoc,26.75
NT0496,"MY FIRST SKOOL","Insurance(Optional)",Annually,5.35
NT0496,"MY FIRST SKOOL","Registration Fee",Ad-hoc,85.60
NT0496,"MY FIRST SKOOL","Deposit",Ad-hoc,1268.00
NT0496,"MY FIRST SKOOL","Deposit",Ad-hoc,529.20
NT0496,"MY FIRST SKOOL","Deposit",Ad-hoc,783.00
NT0496,"MY FIRST SKOOL","Deposit",Ad-hoc,691.65
NT0496,"MY FIRST SKOOL","Deposit",Ad-hoc,1568.75
NT0496,"MY FIRST SKOOL","Deposit",Ad-hoc,941.25
NT0496,"MY FIRST SKOOL","Deposit",Ad-hoc,831.43
NT0496,"MY FIRST SKOOL","Deposit",Ad-hoc,866.25
NT0496,"MY FIRST SKOOL","Deposit",Ad-hoc,606.37
NT0496,"MY FIRST SKOOL","Deposit",Ad-hoc,493.76
NT0496,"MY FIRST SKOOL","Deposit",Ad-hoc,1882.50
NT0496,"MY FIRST SKOOL","Deposit",Ad-hoc,1129.50
